LINE_PRICE	CUST_CODE	CUST_FNAME	LINE_QTY	CUST_LNAME	CUST_STREET	PROD_SKU	CUST_CITY	INV_TOTAL	CUST_STATE	LINE_NUM	CUST_ZIP	INV_NUM	CUST_BALANCE	EMPLOYEE_ID	INV_DATE
8.99	274	ANTOINETTE	3	CONNER	1567 RIO GRANDE ROAD	9601-ZKZ	Bellefontaine	177.52	OH	4	43311	3099	1524.23	83734	41618
17.79	275	SANDY	3	MATOS	1007 FERNDALE STREET	8571-CKP	Little York	147.12	NJ	4	8834	2754	1565.58	84191	41583
31.99	276	BERNARD	1	BARAJAS	758 CAMINO PLACE	2611-QYG	South Acworth	261.63	NH	6	3607	3428	1798.43	84306	41653
8.99	277	ELLA	3	BOUCHARD	1068 JOANNE CIRCLE	6933-YOI	Chamblee	138.09	GA	4	30341	1015	341.17	83537	41400
12.99	278	HAYLEY	4	PAGE	1909 BIRCH LANE	3585-MCJ	Suffolk	51.96	VA	1	23439	1314	409.84	83964	41431
5.59	279	ALLEN	1	DARLING	132 CAMDEN CIRCLE	3061-DOI	Cordova	280.94	SC	6	29039	2981	852.33	83621	41605
25.59	280	EMILIO	5	KIDD	79 YOSEMITE DRIVE	9857-ESX	South Nineveh	164.82	NY	2	13787	2647	0	84392	41571
9.99	281	TAMELA	2	GUIDRY	1873 BAXTER ROAD	2756-CKP	Brooklyn	373.78	NY	6	11252	1875	2086.3	83906	41490
11.99	282	HILARIO	4	JACKSON	1536 JEM CIRCLE	7158-LJP	Olaton	227.49	KY	3	42361	2459	0	84078	41552
10.99	283	WILFREDO	4	OAKES	1226 NORTH SHORE DRIVE	2006-ZBH	Arnold	350.81	MD	5	21012	3311	1725.33	84106	41640
14.99	284	VAN	1	LOCKE	133 EAST 46TH PLACE	7551-ZVS	Hamilton	25.98	MD	2	21214	1884	0	83993	41491
14.59	285	JOVITA	1	AYERS	1570 CAPLINA DRIVE	8094-EYX	Rockholds	66.57	KY	2	40759	2937	0	83763	41601
23.29	286	JEANNE	5	STEINER	1974 SCHUSS DRIVE	1663-CDD	Carrollton	226.4	AL	2	35447	560	226.4	84049	41353
14.59	287	ALESHA	3	CALHOUN	1298 CRETE STREET	9288-IRF	Tiverton	344.28	RI	6	2878	3420	74.33	83906	41652
11.99	288	SHELBY	3	THAYER	1634 RUANE ROAD	7158-LJP	Bordeaux	284.82	SC	6	29835	1697	1277.38	83509	41471
43.99	289	JACINTO	1	RIVERA	1744 EULA STREET	7224-FEU	Philadelphia	118.94	PA	3	19255	946	1903.28	84392	41393
15.69	290	GRACIELA	5	TODD	609 HARICOT DRIVE	3035-NHD	Monroe	123.73	ME	3	4951	567	0	83906	41354
11.99	291	WILLY	2	BRIGGS	512 UNION SQUARE DRIVE	7673-ECV	Elizabeth City	105.59	NC	4	27906	1587	290.86	83993	41460
13.69	292	VALARIE	4	DILLARD	1883 LINDSEY DRIVE	4976-PZN	Wheatfield	372.67	IN	3	46392	3349	0	83677	41643
21.99	293	CLAIR	2	ERICKSON	1776 CHUGIAK DRIVE	7532-PYJ	Herndon	383.11	VA	6	22095	2278	0	83677	41532
19.99	294	AURELIA	1	BARTLETT	1800 O PLACE	5140-RTG	Fernville	33.58	VT	2	5733	825	2785.44	84276	41381
18.59	295	DORTHY	1	AUSTIN	829 BIG BEND LOOP	6358-UST	Diamond Shamrock	86.54	AL	2	36614	2717	1289.58	83734	41579
34.99	296	JOVITA	3	PRATT	1586 HAMPTON CIRCLE	8821-DDM	Snug Harbor	286.33	MA	6	2331	2525	0	84364	41559
29.99	297	SOON	3	CONNOR	1738 MAUSEL STREET	4987-BFL	Gleason	242.91	TN	4	38229	2963	2645.14	84219	41603
35.99	298	EARL	4	ENRIQUEZ	1545 IRENE WAY	1203-AIS	Wadmalaw Island	201.92	SC	3	29487	2391	1484.02	84049	41545
48.59	299	CATALINA	1	WEAVER	1116 WEST 86TH AVENUE	9126-PWF	Jonesborough	188.31	TN	3	37659	2326	842.7	83878	41538
35.49	300	LUCIANO	1	KERNS	585 WESTERN DRIVE	9702-WFX	Davie	35.49	FL	1	33332	2935	1275.45	84364	41601
12.39	301	BRIDGET	1	WILLIAMSON	1272 TETLIN STREET	2584-CIJ	South Bend	295	IN	6	46614	3129	328.63	83677	41621
22.59	302	SHIRLENE	5	FITCH	949 NORTH EAGLE RIVER ACCESS ROAD	1854-AFJ	Mount Aetna	128.53	PA	2	19544	3270	2046.31	84134	41636
23.99	303	ROCHELLE	4	BUCHANAN	1405 KINCAID ESTATES DRIVE	7231-UES	Sunnycrest	572.25	MS	6	38901	3070	1024.5	84021	41615
23.59	304	GERTRUDE	3	CONNORS	1042 PLEASANT DRIVE	1198-STR	Georgiana	376.32	AL	6	36033	3289	0	84334	41637
14.59	305	VIVIANA	5	CRUM	986 LOWER TERRACE	9671-NYZ	Manchester Township	307.44	NJ	4	8733	2829	426.3	83820	41590
3.49	306	WARD	5	FREDERICK	1705 BANFF STREET	4667-JLN	High Shoals	96.59	GA	3	30645	597	96.59	84049	41357
14.99	307	PHILLIS	4	MATOS	1882 WEST 62ND AVENUE	8400-JDC	Minerva	248.65	KY	6	41062	1368	318.68	83677	41437
3.99	308	JESICA	4	VEGA	1249 JASMINE ROAD	1747-XNI	South Road	222.24	NY	5	12601	1573	0	84106	41459
15.69	309	DUSTY	1	MEYERS	1928 WEST 86TH AVENUE	3035-NHD	Parchment	284.54	MI	6	49004	1606	3332.86	84021	41462
9.99	310	EDIE	5	EASON	1610 VALLEY PARK DRIVE	2756-CKP	Antietam	49.95	MD	1	21782	3276	2708.99	83649	41636
16.99	311	ISAAC	2	HICKS	562 PAGO PAGO AVENUE	2068-TSC	Park	116.93	IN	3	47424	3213	676.73	83964	41630
34.49	312	ZENA	5	YU	1713 DORINDA DRIVE	5213-YTB	Sardis	172.45	OH	1	43946	2977	855.76	83906	41605
13.99	313	MALISSA	5	MEAD	1932 EAST 41ST COURT	9234-WCQ	Centralia	223.88	WV	3	26612	2293	769.77	83878	41534
29.99	314	EDGARDO	5	ONEIL	657 MULDOON CIRCLE	2351-WVS	Royal City	149.95	VA	1	24614	2806	1194.99	84392	41588
7.59	315	LAVERNE	4	HAINES	1959 ENDEAVOR CIRCLE	2231-OXK	Troy	42.35	MS	2	38863	1997	493.35	83621	41502
14.59	316	ELMIRA	2	VOGT	1869 CHASEWOOD LANE	9671-NYZ	Mancelona	266.43	MI	5	49659	669	2726.39	83820	41364
23.29	317	RICHARD	5	VINCENT	553 CIMARRON LOOP	1336-FVM	Hanover	668.1	PA	6	17331	1335	4061.71	83677	41434
12.99	318	MARSHALL	4	GODFREY	1771 WEST 12TH AVENUE	5653-RTU	Letart Falls	51.96	OH	1	45771	1382	274.81	84021	41439
15.59	319	CLEO	4	MORA	108 WILL ROGERS PLACE	7260-YDI	Fara Park	231.88	NY	5	11757	1630	742.39	83649	41465
38.99	320	ADALBERTO	5	HANKS	1629 CAMPBELL TERRACE PLACE	2455-ZKN	Poland Spring	350.44	ME	4	4274	1425	2262.27	84334	41443
8.99	321	DONA	1	KEENE	1511 GLENN SB OFF VOYLES RAMP	9601-ZKZ	Pond Eddy	92.1	NY	5	12770	998	0	83677	41398
21.59	322	TONJA	4	KENNEDY	909 JILL PLACE	8523-UCB	Napoleon	86.36	MI	1	49261	1038	454.65	84191	41402
13.59	323	BRAIN	5	HAHN	903 BONANZA DRIVE	9393-RFA	Maizeville	240.44	PA	4	17934	1507	450.89	84364	41452
25.99	324	CLEMENTINE	3	FRENCH	1700 CASTNER CIRCLE	8053-PME	Fort Lauderdale	310.87	FL	6	33336	2475	871.93	84049	41554
7.59	325	NORMAN	1	HEWITT	923 WOODWAY DRIVE	2231-OXK	Harbor Heights Park	304.62	NY	6	11743	1134	432.52	84106	41412
7.99	326	HOUSTON	1	MEANS	816 EAST 48TH AVENUE	2129-BCP	Shankville	72.94	MD	3	21711	2241	896.28	83850	41528
8.99	327	GREGG	1	ODOM	633 FIRE EAGLE WAY	7538-ITC	Ingle	71.32	KY	3	42544	2719	1043.8	83993	41579
12.29	328	MALCOLM	4	DOVE	1088 GLEN ALPS ROAD	8495-ZQR	West Ronkonkoma	131.9	NY	3	11779	2394	337.07	83705	41545
19.99	329	JOSIE	3	BOYCE	1425 MEADOW CANYON DRIVE	7658-HCW	Symmes Township	197.9	OH	3	45140	3052	735.49	83878	41613
12.99	330	DEDRA	1	BYERS	1111 SAPPHIRE LOOP	3585-MCJ	Paris	222.47	PA	4	15021	1149	1134.89	84078	41414
8.99	331	LAURETTA	2	CHATMAN	1635 SUMMER MIST COURT	6933-YOI	Burkeville	17.98	VA	1	23922	1498	2882.41	84364	41451
4.59	332	REYNA	2	GALLAGHER	1518 BOTANICAL HEIGHTS CIRCLE	3384-DML	East Saint Johnsbury	64.13	VT	2	5838	3068	0	84306	41615
9.99	333	LESSIE	2	DILLON	697 CRAIGER COURT	6596-HOO	Algonac	336.51	MI	4	48001	3060	0	84049	41614
6.8	334	MARRY	2	ELLIOT	414 TIMBERWOLF CIRCLE	2932-PBS	Franklin Square	260.97	NY	6	11010	1392	430.82	83593	41440
35.99	335	TANGELA	3	KAUFFMAN	537 ASPEN ROAD	3393-AZQ	West Salisbury	127.95	VT	2	5769	1001	1268.68	84364	41399
8.99	336	LUANN	1	XIONG	1915 TANGLEWOOD DRIVE	7538-ITC	Pinetown	110.1	NC	4	27865	849	0	83850	41383
42.99	337	JOAN	5	LONG	1729 ENCORE CIRCLE	1403-TUY	Catasauqua	346.88	PA	3	18032	3337	1878.27	83565	41642
12.59	338	WILMA	1	DUTTON	1593 NORTH CHICHAGOF LOOP	7883-NLQ	Centerpoint	101.51	OH	4	45656	1798	711.4	84306	41482
12.59	339	KRISTAL	2	VERA	335 PRINCETON WAY	1838-LZI	Flushing	149.79	NY	4	11375	2359	0	83763	41541
32.99	340	MARCIA	4	BURRIS	681 TIDEWATER ROAD	2870-QZR	N Bellport	396.26	NY	5	11713	2153	1665.97	83593	41519
16.99	341	TERI	1	SILVA	1770 FALL LEAF CIRCLE	3258-RVB	Moline	170.84	OH	3	43465	2244	270.81	84219	41529
12.29	342	ALICE	4	NEELY	22 TIFFIN CIRCLE	9413-EHI	Pittsburgh	100.02	PA	4	15225	3295	1785.9	83565	41638
22.59	343	STANFORD	4	WALLACE	521 MICHEAL COURT	1854-AFJ	New Harrisburg	596.08	OH	6	44615	1953	1469.05	84049	41498
15.69	344	KENNY	5	JUDD	541 LITTLE BEND CIRCLE	3035-NHD	Saint Petersburg	117.02	FL	3	33739	1250	0	84276	41425
7.49	345	EVIE	4	KNAPP	1409 PREUSS BOULEVARD	3528-GBV	Sheridan	173.87	ME	5	4775	689	0	84219	41366
21.99	346	SHERRILL	1	FARMER	1771 KIANA CIRCLE	8726-ZNM	Pope A F B	21.99	NC	1	28308	696	0	83850	41367
25.99	347	MARYELLEN	1	DALTON	1125 BLACKBURN COURT	8053-PME	Huntington	130.51	WV	5	25727	2980	0	83649	41605
16.99	348	VIRGIE	3	EDWARDS	596 LIST CIRCLE	2068-TSC	Rebuck	419.81	PA	5	17867	2057	2681.85	83820	41509
12.99	349	GAYLE	3	LEVINE	660 WOLF CREEK DRIVE	4912-YXS	West Wildwood	153.89	NJ	5	8260	1727	480.75	84134	41474
16.99	350	ELSA	5	CUNNINGHAM	640 CASPIAN COURT	5734-BGX	Battletown	219.98	KY	3	40104	3105	2887.46	84306	41619
7.59	351	GAYLE	4	CHU	1604 BIRCH CREEK DRIVE	2200-DAI	Delawanna	175.28	NJ	4	7014	1667	673.93	83621	41468
12.99	352	GALE	5	WALTON	1260 CARMEL CIRCLE	5625-FVF	Hummels Wharf	140.21	PA	3	17831	3225	922.54	84163	41631
23.29	353	META	5	BISHOP	320 GLENN NB ON MULDOON RAMP	2233-GJH	Santa Fe	362.07	FL	6	32615	3359	790.97	84334	41644
12.99	354	JOSEPHINA	3	ROBLES	1262 ESSEX PARK DRIVE	4812-VNN	Point Pleasant	263.28	PA	6	18950	1429	574.31	84078	41443
13.69	355	OREN	4	AGUILAR	1082 LANDMARK COURT	4976-PZN	Cold Spring	90.74	NJ	2	8204	3285	613.44	84049	41637
11	356	ADRIENNE	4	MANUEL	1683 RICHARDSON DRIVE	4491-GNC	Goodman	404.58	MS	6	39079	1513	0	83763	41452
23.99	357	ALICIA	2	CAMP	228 BIG MOUNTAIN DRIVE	2896-OZJ	W Htfd	352.67	CT	5	6107	3263	493.5	84078	41635
11.99	358	BRET	3	ZUNIGA	335 RHONE CIRCLE	3943-HFA	Edgewood	178.98	NY	6	11717	1541	3000.7	84392	41455
9.99	359	BERNICE	1	EDDY	280 CORONA CIRCLE	6596-HOO	South Kent	9.99	CT	1	6785	734	9.99	84334	41371
32.99	360	LAURI	4	LONG	1520 TAYLOR STREET	2870-QZR	Evarts	131.96	KY	1	40828	3331	270.26	84049	41641
10.99	361	LYDIA	4	CHRISTIE	238 CHARITY CIRCLE	3488-GSE	Boston	166.86	MA	4	2211	2615	630	83565	41567
3.29	362	RUDY	1	SNOW	1705 EAST 3RD AVENUE	3561-LYU	Cheesetown	3.29	PA	1	17201	2357	0	83593	41541
19.99	363	DANIEL	2	LOVE	1825 EAST 140TH AVENUE	9133-OXA	Melbourne	392.37	FL	4	32935	2875	3260.36	84334	41595
8.99	364	DELLA	1	MAYO	543 STELIOS CIRCLE	6933-YOI	Birmingham	94.93	AL	3	35214	1607	375.47	84306	41463
11.99	365	ERIKA	4	BURGESS	1023 BIRCH PARK CIRCLE	8310-LAC	N Charleston	150.9	SC	4	29411	1459	966.97	83565	41447
16.99	366	BRYANT	5	MELTON	1339 TRANQUILLITY LOOP	5734-BGX	Alford	141.92	MA	2	1230	2503	150.91	83593	41556
12.99	367	HOLLIS	4	STILES	1493 DOLLY MADISON CIRCLE	2116-PVN	Snow Hill	312.33	AL	6	36778	1702	534.75	84021	41472
5.59	368	SAMANTHA	5	SYKES	712 LOCARNO DRIVE	3061-DOI	Vineland	27.95	NJ	1	8360	3445	370.92	84134	41654
18.99	369	ROLLAND	4	MILLS	1394 BLACKBURN COURT	1485-NNI	Atlanta	90.85	GA	2	31106	2166	1228.35	84276	41521
21.59	370	KAMI	1	SANDERS	1649 SPRUCE VIEW LOOP	9138-QCV	Haddonfield	92.63	NJ	3	8033	2479	255.53	83936	41554
23.29	371	KRISTINE	1	LONG	1198 STARNER STREET	1336-FVM	Smyrna	23.29	NY	1	13464	2805	424.74	83649	41588
16.99	372	DENNY	2	WATERS	1465 SPENARD ROAD	2990-BNH	South Lincoln	73.85	VT	3	5443	1552	0	84276	41456
12.59	373	GISELE	1	HUBBARD	984 WRANGLERS WAY	7883-NLQ	Onley	104.72	VA	3	23418	1853	426.48	83593	41488
14.69	374	WYNONA	2	RANSOM	1757 WEST 2ND AVENUE	5587-MNY	Rockhill Furnace	44.37	PA	2	17249	2285	0	83509	41533
12.99	375	JONAS	2	HOSKINS	74 WHISPERING BIRCH DRIVE	5653-RTU	Boulevard	166.19	NY	4	10474	2956	1974.36	84078	41603
17.79	376	QUINN	2	HURD	377 BROOKWAY CIRCLE	8571-CKP	Freetown Corners	85.53	NY	2	13803	1893	0	84334	41491
23.99	377	DARON	1	MATOS	1431 BUNN STREET	7231-UES	Euclid	35.98	OH	2	44119	2197	0	84134	41524
34.49	378	LEOPOLDO	2	SLAUGHTER	55 SOUTH FORK ROAD	1580-VCE	Inverness	68.98	MS	1	38753	2188	2627.33	83936	41523
15.29	379	GRISELDA	3	MADDEN	312 EAST 162ND AVENUE	5734-BGX	Bearsville	50.97	NY	1	12409	2117	1021.72	83565	41515
6.59	380	ALBINA	2	ENGLE	670 UPPER BOWERY LANE	2366-EFV	Clanton	124.02	AL	4	35045	784	124.02	84191	41376
7.79	381	LAKESHIA	1	TURNER	1678 WILSON STREET	3343-DJU	Lancaster	181.72	SC	4	29721	2809	240.43	83763	41588
12.99	382	JAMAL	3	BROOKS	1242 GENEVE AVENUE	4912-YXS	Grandview	38.97	NY	1	10960	2557	1344.15	83964	41562
12.59	383	MARC	2	HEALY	190 WEST 40TH AVENUE	1838-LZI	Harmon	25.18	OH	1	44662	3424	2279.13	83705	41652
48.59	384	PATRICA	4	EDDY	765 TANYA CIRCLE	6894-JQV	Blacklick	344.31	OH	2	43099	793	344.31	83621	41377
23.99	385	ILEANA	1	PERSON	1104 BRENDL WAY	7500-ROG	Jasper	253.32	IN	5	47546	2517	535.66	84276	41558
29.99	386	KAREN	4	LEVINE	1534 PALMER COURT	5060-EDB	Cincinnati	227.91	OH	2	45218	1751	1058.14	83936	41477
13.59	387	IRIS	4	BARRY	1557 BRIGHTON ROAD	2379-PCX	Newark	78.34	DE	2	19713	1799	0	84248	41482
13.39	388	OLLIE	1	MCCARTY	1097 BENDING BIRCH DRIVE	2212-MNF	Muttontown	13.39	NY	1	11545	3197	1390.67	84021	41628
23.99	389	MELBA	2	RATLIFF	113 GIBSTAY CIRCLE	2896-OZJ	Osborn	228.28	KY	6	41635	2135	2510.4	83734	41517
21.59	390	LOUELLA	5	MANSFIELD	384 WILLS WAY	5379-BLX	Hayes	402.78	VA	6	23072	883	0	84306	41387
3.99	391	KARINA	2	LANGFORD	1235 TOWNE COURT	1747-XNI	Eighty Eight	7.98	KY	1	42130	2608	820.69	84191	41567
29.99	392	GALEN	2	BETTS	1562 EAST 98TH AVENUE	5413-TTF	Hosford	158.95	FL	2	32334	2275	602.94	84106	41532
29.99	393	FOSTER	2	BERNAL	1299 EAST 3RD AVENUE	5413-TTF	Birmingham	158.95	AL	2	35280	2275	0	84106	41532
23.29	394	JENNIE	3	ELLIOT	36 SUMMER DRIVE	1336-FVM	South Newfane	505.1	VT	6	5351	2711	0	84106	41578
11.99	395	TEDDY	4	MICHEL	760 ALTOONA DRIVE	6249-LYB	Northside	278.41	FL	6	33805	2321	2867.57	83850	41537
17.99	396	DINO	2	GREGG	896 HOMER DRIVE	8338-JZU	Charleston	35.98	WV	1	25321	1463	0	84163	41447
21.99	397	SHANTELL	3	MAURER	136 DELONG DRIVE	4491-GNC	Clyde	140.79	NY	5	14433	2832	0	83850	41590
14.89	398	ARON	4	CUNNINGHAM	1834 BOULDER CIRCLE	3734-CUQ	Greenlawn	274.07	NY	4	11740	2852	0	83621	41592
12.59	399	ROSALIA	2	KELLY	1548 IRIS STREET	1838-LZI	Imlay City	264.43	MI	6	48444	2636	1309.05	83677	41570
13.59	400	ALICIA	4	FLETCHER	731 PINNACLE CIRCLE	9569-WMK	Franklin	141.3	MD	3	21223	1708	376.35	84021	41472
11.99	401	HERMELINDA	1	CAMPBELL	468 BREEZE COURT	7158-LJP	Yankee Springs	220.12	MI	4	49333	1427	454.33	84078	41443
21.59	402	KEVEN	5	FAULKNER	365 POTLATCH CIRCLE	5379-BLX	Barnett	396.71	VA	6	24266	2030	1033.58	84334	41506
10.99	403	PHYLIS	1	PADGETT	539 PRINCETON WAY	6858-EJW	Chas	257.01	SC	6	29405	840	257.01	84364	41383
11.99	404	VERN	3	IVEY	1167 KALGIN STREET	3943-HFA	Pleasant Plain	250.65	OH	6	45162	1258	384.5	84049	41426
29.99	405	ROBIN	2	GRUBBS	142 HAYES STREET	5413-TTF	Forbes Road	330.63	PA	6	15633	1936	733.77	84276	41496
35.99	406	MARCELLE	5	VAZQUEZ	1379 SININA CIRCLE	5508-OUB	Totowa Boro	193.54	NJ	2	7512	2027	0	84276	41505
21.99	407	JEANNETTE	1	DANIEL	470 OLSON CIRCLE	7532-PYJ	Kissimmee	206.21	PA	3	17842	855	1188.64	84219	41384
38.99	408	DARNELL	3	ROSAS	1751 CRESCENT DRIVE	6865-HAO	Corsica	234.36	PA	4	15829	1539	0	84392	41455
21.99	409	KYLA	4	HELTON	152 EAGLE PLACE LOOP	4491-GNC	Flint	355.48	MI	5	48501	2878	0	84306	41595
14.69	410	SHANNA	3	CLINTON	641 WISTERIA STREET	5587-MNY	Lake Stockholm	68.04	NJ	2	7460	3269	0	83705	41636
13.99	411	DELORES	1	GAY	447 COVILLE STREET	5250-JDL	Landover	237.5	MD	5	20785	2058	522.04	83964	41509
17.79	412	SHERON	3	ORTIZ	1172 HILLCREST DRIVE	4153-VMO	Bradenton	53.37	FL	1	34281	1572	0	84306	41459
12.99	413	CHAROLETTE	5	BOWMAN	1792 TEAL LOOP	5653-RTU	Gaines	421.81	PA	6	16921	859	2348.81	83993	41384
12.23	414	KRISTOFER	2	MCLEAN	652 EAST 149TH AVENUE	9569-WMK	Pittsburgh	211.62	PA	3	15223	2917	3462.85	83734	41599
43.99	415	CASEY	1	ROBBINS	540 EAGLEWOOD DRIVE	7224-FEU	Shartlesville	254.92	PA	4	19554	2839	1163	83763	41591
11.99	416	TATIANA	2	HOWE	1650 ALL STAR CIRCLE	9336-MHC	Sunny South	75.94	AL	3	36769	2181	868.78	84021	41522
23.99	417	MARIAM	3	MCDONALD	130 GOSLING CIRCLE	3955-NWD	Eagle Mills	98.03	NY	3	12180	2679	863.28	84334	41574
35.99	418	GERALYN	3	DORAN	148 RAVEN LOOP ROAD	3393-AZQ	Piney Hill	107.97	MD	1	21111	1991	643.87	84219	41502
21.99	419	ALEJANDRO	3	RUCKER	1514 PLYMOUTH CIRCLE	4491-GNC	Cogdell	200.57	GA	5	31634	2948	2315.5	84191	41602
25.59	420	CECELIA	4	ARNOLD	747 EAST 113TH AVENUE	9857-ESX	South Bend	355.83	IN	6	46680	2178	2392.59	84392	41522
17.29	421	PARIS	5	GOLDBERG	1729 TEMPLE DRIVE	5659-BFS	Temperance	223.06	MI	5	48182	2271	0	83820	41531
15.89	422	BERNITA	5	RUSHING	194 MALASPINA STREET	2134-QFE	Pages Beach	167.41	MA	2	1430	2634	191.4	83906	41569
14.59	423	KYLEE	2	GOLDBERG	1401 WINDFLOWER CIRCLE	9858-XUM	Crofton	191.09	MD	4	21114	1733	0	84078	41475
7.49	424	SHARYN	1	ROSS	871 STARGATE CIRCLE	6041-PBS	Forsyth	67.45	NY	2	14775	2920	2436.6	83906	41599
11.99	425	ROYCE	1	PUTNAM	497 ADAMS CIRCLE	6651-ICK	Canton	191.94	OH	2	44712	1381	1096.03	83677	41439
45.99	426	BRIGITTE	5	CRANDALL	239 G STREET	3614-PTT	Paradise	285.92	PA	3	17562	2590	0	84106	41565
10.99	427	VALARIE	1	MAYNARD	606 MEADOW STREET	5587-PIP	Winston-Salem	259.28	NC	5	27116	2617	728.8	83621	41567
16.99	428	VINA	3	FRANCIS	684 SNOW CREST LANE	3258-RVB	Holder	50.97	FL	1	34445	1910	0	84106	41493
29.99	429	EMILIE	1	PEACOCK	199 GROUSE DRIVE	6257-AGA	New Waverly	236.59	IN	6	46961	3423	520.84	83763	41652
12.99	430	ROSAURA	1	SCHNEIDER	1889 WEST LAKE DRIVE	7179-YXG	Raleigh	229.48	NC	6	27676	3065	708.08	83878	41615
32.99	431	IRENA	2	BUCKLEY	1917 EAST 47TH COURT	6491-XKF	Virginia Beach	374.21	VA	6	23462	3021	430.17	83763	41610
14.59	432	CLYDE	2	MAYFIELD	407 CARLOS COURT	8094-EYX	Kulp	170.55	PA	5	17820	1817	0	84021	41484
9.99	433	SHERIE	3	STOVER	640 MOUNTAIN VIEW DRIVE	2756-CKP	Parksville	194.68	KY	4	40464	2715	0	83677	41579
9.29	434	ALEXIS	4	CULVER	31 BIRCH TRAIL CIRCLE	4132-QIN	Houtzdale	48.34	PA	2	16651	3259	295.4	84306	41635
15.79	435	GLORIA	2	AMBROSE	1480 GLENN SB OFF LAKE HILL RAMP	8909-SPD	Charleston	86.15	WV	3	25330	2106	840.29	83820	41514
8.99	436	AARON	2	PACE	1186 TINA STREET	6933-YOI	Sweezytown	17.98	NY	1	11980	3182	2359.63	84021	41626
6.59	437	HILTON	1	MATTHEWS	1682 CHEVIGNY STREET	1045-DUY	New Ringgold	189.74	PA	6	17960	2535	0	83677	41560
17.29	438	RENEE	3	FUNK	922 DE HAVILLAND AVENUE	5659-BFS	Aquasco	285.16	MD	6	20608	910	0	84219	41389
23.29	439	WANDA	2	RANSOM	1652 WEST KANAGA LOOP	1663-CDD	New York	46.58	NY	1	10039	2822	1863.2	83649	41589
21.99	440	GEORGINA	1	GASTON	920 MAYWOOD CIRCLE	8726-ZNM	Dellrose	21.99	TN	1	38449	915	21.99	84191	41390
13.59	441	ANGELINA	4	WILKERSON	256 BARON DRIVE	2217-JOH	Winifred	54.36	KY	1	41219	3175	762.3	84134	41626
20.59	442	ROCCO	2	OBRIEN	381 SNOWCUP CIRCLE	2553-FSW	Purgitsville	181.48	WV	4	26852	3088	459.61	84021	41617
23.59	443	TOMMY	3	EGAN	316 SCORPIO CIRCLE	4465-QHD	Egypt	70.77	OH	1	43713	2726	271.8	83565	41580
9.99	444	KORY	1	KHAN	807 F STREET	2756-CKP	Valpo	229.28	IN	5	46383	3075	627.46	84163	41616
21.99	445	WILMA	1	CRAIG	451 COMMERCE STREET	4491-GNC	West Point	239.51	NY	4	10997	3100	0	83677	41618
9.99	446	FRANCISCO	1	CALLAHAN	918 EAST 38TH AVENUE	9786-DGO	Gaithersburg	119.94	MD	2	20886	1022	40.08	83936	41400
6.59	447	LUPITA	3	SINGLETON	1917 SAINT LAZARIA CIRCLE	2366-EFV	Flushing	85.74	NY	2	11371	1930	0	84276	41495
23.99	448	ABDUL	5	BRAND	1917 WINNERS CIRCLE	7231-UES	South Lincoln	365.34	MA	4	1773	1344	133.84	84191	41434
31.99	449	DUSTIN	1	FARRIS	1270 WHIMBREL DRIVE	2611-QYG	Adamsville	122.72	RI	3	2801	2267	356.59	83705	41531
23.59	450	EMILIO	5	DALTON	1714 PROVIDENCE DRIVE	1198-STR	Frankford	187.92	DE	4	19945	944	187.92	84364	41393
29.99	451	ARTIE	1	WEIR	840 SCENIC VIEW DRIVE	2351-WVS	Lakewood	222.69	NY	5	14750	1461	2941.5	83964	41447
13.99	452	DIRK	3	GRAY	1662 STEWART DRIVE	3298-YFL	Lincklaen	90.14	NY	3	13052	948	90.14	84191	41393
22.59	453	JONI	3	WHITT	1736 VAIL DRIVE	6249-NDN	Pantigo	67.77	NY	1	11937	1674	0	84219	41469
3.29	454	LAUREEN	1	MCNAMARA	1600 SHEBANOF AVENUE	8937-WVA	Orlando	204.15	FL	5	32857	2458	712.47	83763	41552
11.99	455	ARLINE	4	HARTMAN	527 EAST 155TH AVENUE	8988-FDW	Winston Salem	363.83	NC	5	27104	3038	0	83964	41612
38.99	456	RAFAEL	4	WALKER	651 PERENOSA BAY DRIVE	3161-XJS	Thatcher	173.92	OH	2	43113	3166	0	83964	41625
23.29	457	SHAUNA	2	WERNER	784 PEPPERTREE LOOP	1336-FVM	Vicksburg	224	IN	4	47441	2282	0	83537	41533
13.29	458	ELOISA	2	VALLE	182 BRANDON STREET	9272-LTP	Abel	224.52	AL	3	36258	3189	547.53	84049	41627
15.29	459	EDWIN	3	RAMEY	174 TRAPLINE CIRCLE	9686-HQV	Grahamtown	59.05	MD	2	21532	2034	295.98	83878	41506
23.59	460	SOFIA	2	FORD	843 LORETTA STREET	1198-STR	Litchfield	357.03	CT	6	6759	3309	0	84106	41640
23.29	461	FERN	2	POWERS	1619 NEW SEWARD HIGHWAY	2233-GJH	Pgh	124.22	PA	3	15235	2755	179.4	84219	41583
35.99	462	CORRINA	5	LUGO	114 GALENA CIRCLE	1203-AIS	Tams	193.54	WV	2	25921	3087	0	84134	41617
12.39	463	SADIE	5	CASSIDY	1617 BENZ CIRCLE	2584-CIJ	Hawthorne	61.95	NY	1	10532	982	0	83878	41396
9.89	464	PATSY	5	HARRISON	1171 COPPER MOUNTAIN CIRCLE	2407-SUX	Lakeville	49.45	MA	1	2347	2776	1982.4	84334	41585
