"CUST_BALANCE","CUST_CITY","CUST_CODE","CUST_FNAME","CUST_LNAME","CUST_STATE","CUST_STREET","CUST_ZIP","EMPLOYEE_ID","INV_DATE","INV_NUM","INV_TOTAL","LINE_NUM","LINE_PRICE","LINE_QTY","PROD_SKU"
3340.93,"Mount Ulla",265,"CLINT","ROBBINS","NC","1610 BERN STREET",28125,83763,41612,3043,191.89,3,15.59,3,"2397-RDX"
747.9,"Duncansville",266,"MELODY","ARELLANO","PA","837 C STREET",16635,83593,41364,665,346.83,5,13.59,4,"9569-WMK"
328.78,"Rootstown",267,"FELECIA","KEYES","OH","1269 ELLEN CIRCLE",44272,84078,41360,630,228.89,3,18.99,1,"1485-NNI"
0,"Niagara",268,"CARY","GALLOWAY","NY","1222 CAMPBELL TERRACE DRIVE",14300,84276,41348,515,362.61,5,15.59,3,"5529-SBL"
353.93,"Arnoldtown",269,"JOSEPHINA","MAURER","MD","1769 LOWER DEVILS END DRIVE",21718,83677,41425,1257,125.72,2,18.59,3,"6358-UST"
648.64,"Hartford",270,"TOSHA","CLEVELAND","CT","244 SEWARD SB OFF DIMOND RAMP",6126,83993,41404,1059,391.8,6,23.99,2,"5595-NYE"
0,"Sunnymede Woods",271,"SUNG","MCBRIDE","IN","608 CONSTITUTION CIRCLE",46803,84191,41435,1351,218.32,3,8.49,1,"4949-VFI"
0,"Hartsfield",272,"MORRIS","NICHOLS","PA","1432 WEST 94TH COURT",16930,83878,41546,2403,311.85,5,6.59,1,"1045-DUY"
826.9,"Palmers Crossing",273,"TAMARA","MAXWELL","MS","420 ASKELAND DRIVE",39401,84134,41593,2854,17.99,1,17.99,1,"2262-NBI"
1524.23,"Bellefontaine",274,"ANTOINETTE","CONNER","OH","1567 RIO GRANDE ROAD",43311,83734,41618,3099,177.52,4,8.99,3,"9601-ZKZ"
1565.58,"Little York",275,"SANDY","MATOS","NJ","1007 FERNDALE STREET",8834,84191,41583,2754,147.12,4,17.79,3,"8571-CKP"
1798.43,"South Acworth",276,"BERNARD","BARAJAS","NH","758 CAMINO PLACE",3607,84306,41653,3428,261.63,6,31.99,1,"2611-QYG"
341.17,"Chamblee",277,"ELLA","BOUCHARD","GA","1068 JOANNE CIRCLE",30341,83537,41400,1015,138.09,4,8.99,3,"6933-YOI"
409.84,"Suffolk",278,"HAYLEY","PAGE","VA","1909 BIRCH LANE",23439,83964,41431,1314,51.96,1,12.99,4,"3585-MCJ"
852.33,"Cordova",279,"ALLEN","DARLING","SC","132 CAMDEN CIRCLE",29039,83621,41605,2981,280.94,6,5.59,1,"3061-DOI"
0,"South Nineveh",280,"EMILIO","KIDD","NY","79 YOSEMITE DRIVE",13787,84392,41571,2647,164.82,2,25.59,5,"9857-ESX"
2086.3,"Brooklyn",281,"TAMELA","GUIDRY","NY","1873 BAXTER ROAD",11252,83906,41490,1875,373.78,6,9.99,2,"2756-CKP"
0,"Olaton",282,"HILARIO","JACKSON","KY","1536 JEM CIRCLE",42361,84078,41552,2459,227.49,3,11.99,4,"7158-LJP"
1725.33,"Arnold",283,"WILFREDO","OAKES","MD","1226 NORTH SHORE DRIVE",21012,84106,41640,3311,350.81,5,10.99,4,"2006-ZBH"
0,"Hamilton",284,"VAN","LOCKE","MD","133 EAST 46TH PLACE",21214,83993,41491,1884,25.98,2,14.99,1,"7551-ZVS"
0,"Rockholds",285,"JOVITA","AYERS","KY","1570 CAPLINA DRIVE",40759,83763,41601,2937,66.57,2,14.59,1,"8094-EYX"
226.4,"Carrollton",286,"JEANNE","STEINER","AL","1974 SCHUSS DRIVE",35447,84049,41353,560,226.4,2,23.29,5,"1663-CDD"
74.33,"Tiverton",287,"ALESHA","CALHOUN","RI","1298 CRETE STREET",2878,83906,41652,3420,344.28,6,14.59,3,"9288-IRF"
1277.38,"Bordeaux",288,"SHELBY","THAYER","SC","1634 RUANE ROAD",29835,83509,41471,1697,284.82,6,11.99,3,"7158-LJP"
1903.28,"Philadelphia",289,"JACINTO","RIVERA","PA","1744 EULA STREET",19255,84392,41393,946,118.94,3,43.99,1,"7224-FEU"
0,"Monroe",290,"GRACIELA","TODD","ME","609 HARICOT DRIVE",4951,83906,41354,567,123.73,3,15.69,5,"3035-NHD"
290.86,"Elizabeth City",291,"WILLY","BRIGGS","NC","512 UNION SQUARE DRIVE",27906,83993,41460,1587,105.59,4,11.99,2,"7673-ECV"
0,"Wheatfield",292,"VALARIE","DILLARD","IN","1883 LINDSEY DRIVE",46392,83677,41643,3349,372.67,3,13.69,4,"4976-PZN"
0,"Herndon",293,"CLAIR","ERICKSON","VA","1776 CHUGIAK DRIVE",22095,83677,41532,2278,383.11,6,21.99,2,"7532-PYJ"
2785.44,"Fernville",294,"AURELIA","BARTLETT","VT","1800 O PLACE",5733,84276,41381,825,33.58,2,19.99,1,"5140-RTG"
1289.58,"Diamond Shamrock",295,"DORTHY","AUSTIN","AL","829 BIG BEND LOOP",36614,83734,41579,2717,86.54,2,18.59,1,"6358-UST"
0,"Snug Harbor",296,"JOVITA","PRATT","MA","1586 HAMPTON CIRCLE",2331,84364,41559,2525,286.33,6,34.99,3,"8821-DDM"
2645.14,"Gleason",297,"SOON","CONNOR","TN","1738 MAUSEL STREET",38229,84219,41603,2963,242.91,4,29.99,3,"4987-BFL"
1484.02,"Wadmalaw Island",298,"EARL","ENRIQUEZ","SC","1545 IRENE WAY",29487,84049,41545,2391,201.92,3,35.99,4,"1203-AIS"
842.7,"Jonesborough",299,"CATALINA","WEAVER","TN","1116 WEST 86TH AVENUE",37659,83878,41538,2326,188.31,3,48.59,1,"9126-PWF"
1275.45,"Davie",300,"LUCIANO","KERNS","FL","585 WESTERN DRIVE",33332,84364,41601,2935,35.49,1,35.49,1,"9702-WFX"
328.63,"South Bend",301,"BRIDGET","WILLIAMSON","IN","1272 TETLIN STREET",46614,83677,41621,3129,295,6,12.39,1,"2584-CIJ"
2046.31,"Mount Aetna",302,"SHIRLENE","FITCH","PA","949 NORTH EAGLE RIVER ACCESS ROAD",19544,84134,41636,3270,128.53,2,22.59,5,"1854-AFJ"
1024.5,"Sunnycrest",303,"ROCHELLE","BUCHANAN","MS","1405 KINCAID ESTATES DRIVE",38901,84021,41615,3070,572.25,6,23.99,4,"7231-UES"
0,"Georgiana",304,"GERTRUDE","CONNORS","AL","1042 PLEASANT DRIVE",36033,84334,41637,3289,376.32,6,23.59,3,"1198-STR"
426.3,"Manchester Township",305,"VIVIANA","CRUM","NJ","986 LOWER TERRACE",8733,83820,41590,2829,307.44,4,14.59,5,"9671-NYZ"
96.59,"High Shoals",306,"WARD","FREDERICK","GA","1705 BANFF STREET",30645,84049,41357,597,96.59,3,3.49,5,"4667-JLN"
318.68,"Minerva",307,"PHILLIS","MATOS","KY","1882 WEST 62ND AVENUE",41062,83677,41437,1368,248.65,6,14.99,4,"8400-JDC"
0,"South Road",308,"JESICA","VEGA","NY","1249 JASMINE ROAD",12601,84106,41459,1573,222.24,5,3.99,4,"1747-XNI"
3332.86,"Parchment",309,"DUSTY","MEYERS","MI","1928 WEST 86TH AVENUE",49004,84021,41462,1606,284.54,6,15.69,1,"3035-NHD"
2708.99,"Antietam",310,"EDIE","EASON","MD","1610 VALLEY PARK DRIVE",21782,83649,41636,3276,49.95,1,9.99,5,"2756-CKP"
676.73,"Park",311,"ISAAC","HICKS","IN","562 PAGO PAGO AVENUE",47424,83964,41630,3213,116.93,3,16.99,2,"2068-TSC"
855.76,"Sardis",312,"ZENA","YU","OH","1713 DORINDA DRIVE",43946,83906,41605,2977,172.45,1,34.49,5,"5213-YTB"
769.77,"Centralia",313,"MALISSA","MEAD","WV","1932 EAST 41ST COURT",26612,83878,41534,2293,223.88,3,13.99,5,"9234-WCQ"
1194.99,"Royal City",314,"EDGARDO","ONEIL","VA","657 MULDOON CIRCLE",24614,84392,41588,2806,149.95,1,29.99,5,"2351-WVS"
493.35,"Troy",315,"LAVERNE","HAINES","MS","1959 ENDEAVOR CIRCLE",38863,83621,41502,1997,42.35,2,7.59,4,"2231-OXK"
2726.39,"Mancelona",316,"ELMIRA","VOGT","MI","1869 CHASEWOOD LANE",49659,83820,41364,669,266.43,5,14.59,2,"9671-NYZ"
4061.71,"Hanover",317,"RICHARD","VINCENT","PA","553 CIMARRON LOOP",17331,83677,41434,1335,668.1,6,23.29,5,"1336-FVM"
274.81,"Letart Falls",318,"MARSHALL","GODFREY","OH","1771 WEST 12TH AVENUE",45771,84021,41439,1382,51.96,1,12.99,4,"5653-RTU"
742.39,"Fara Park",319,"CLEO","MORA","NY","108 WILL ROGERS PLACE",11757,83649,41465,1630,231.88,5,15.59,4,"7260-YDI"
2262.27,"Poland Spring",320,"ADALBERTO","HANKS","ME","1629 CAMPBELL TERRACE PLACE",4274,84334,41443,1425,350.44,4,38.99,5,"2455-ZKN"
0,"Pond Eddy",321,"DONA","KEENE","NY","1511 GLENN SB OFF VOYLES RAMP",12770,83677,41398,998,92.1,5,8.99,1,"9601-ZKZ"
454.65,"Napoleon",322,"TONJA","KENNEDY","MI","909 JILL PLACE",49261,84191,41402,1038,86.36,1,21.59,4,"8523-UCB"
450.89,"Maizeville",323,"BRAIN","HAHN","PA","903 BONANZA DRIVE",17934,84364,41452,1507,240.44,4,13.59,5,"9393-RFA"
871.93,"Fort Lauderdale",324,"CLEMENTINE","FRENCH","FL","1700 CASTNER CIRCLE",33336,84049,41554,2475,310.87,6,25.99,3,"8053-PME"
432.52,"Harbor Heights Park",325,"NORMAN","HEWITT","NY","923 WOODWAY DRIVE",11743,84106,41412,1134,304.62,6,7.59,1,"2231-OXK"
896.28,"Shankville",326,"HOUSTON","MEANS","MD","816 EAST 48TH AVENUE",21711,83850,41528,2241,72.94,3,7.99,1,"2129-BCP"
1043.8,"Ingle",327,"GREGG","ODOM","KY","633 FIRE EAGLE WAY",42544,83993,41579,2719,71.32,3,8.99,1,"7538-ITC"
337.07,"West Ronkonkoma",328,"MALCOLM","DOVE","NY","1088 GLEN ALPS ROAD",11779,83705,41545,2394,131.9,3,12.29,4,"8495-ZQR"
735.49,"Symmes Township",329,"JOSIE","BOYCE","OH","1425 MEADOW CANYON DRIVE",45140,83878,41613,3052,197.9,3,19.99,3,"7658-HCW"
1134.89,"Paris",330,"DEDRA","BYERS","PA","1111 SAPPHIRE LOOP",15021,84078,41414,1149,222.47,4,12.99,1,"3585-MCJ"
2882.41,"Burkeville",331,"LAURETTA","CHATMAN","VA","1635 SUMMER MIST COURT",23922,84364,41451,1498,17.98,1,8.99,2,"6933-YOI"
0,"East Saint Johnsbury",332,"REYNA","GALLAGHER","VT","1518 BOTANICAL HEIGHTS CIRCLE",5838,84306,41615,3068,64.13,2,4.59,2,"3384-DML"
0,"Algonac",333,"LESSIE","DILLON","MI","697 CRAIGER COURT",48001,84049,41614,3060,336.51,4,9.99,2,"6596-HOO"
430.82,"Franklin Square",334,"MARRY","ELLIOT","NY","414 TIMBERWOLF CIRCLE",11010,83593,41440,1392,260.97,6,6.8,2,"2932-PBS"
1268.68,"West Salisbury",335,"TANGELA","KAUFFMAN","VT","537 ASPEN ROAD",5769,84364,41399,1001,127.95,2,35.99,3,"3393-AZQ"
0,"Pinetown",336,"LUANN","XIONG","NC","1915 TANGLEWOOD DRIVE",27865,83850,41383,849,110.1,4,8.99,1,"7538-ITC"
1878.27,"Catasauqua",337,"JOAN","LONG","PA","1729 ENCORE CIRCLE",18032,83565,41642,3337,346.88,3,42.99,5,"1403-TUY"
711.4,"Centerpoint",338,"WILMA","DUTTON","OH","1593 NORTH CHICHAGOF LOOP",45656,84306,41482,1798,101.51,4,12.59,1,"7883-NLQ"
0,"Flushing",339,"KRISTAL","VERA","NY","335 PRINCETON WAY",11375,83763,41541,2359,149.79,4,12.59,2,"1838-LZI"
1665.97,"N Bellport",340,"MARCIA","BURRIS","NY","681 TIDEWATER ROAD",11713,83593,41519,2153,396.26,5,32.99,4,"2870-QZR"
270.81,"Moline",341,"TERI","SILVA","OH","1770 FALL LEAF CIRCLE",43465,84219,41529,2244,170.84,3,16.99,1,"3258-RVB"
1785.9,"Pittsburgh",342,"ALICE","NEELY","PA","22 TIFFIN CIRCLE",15225,83565,41638,3295,100.02,4,12.29,4,"9413-EHI"
1469.05,"New Harrisburg",343,"STANFORD","WALLACE","OH","521 MICHEAL COURT",44615,84049,41498,1953,596.08,6,22.59,4,"1854-AFJ"
0,"Saint Petersburg",344,"KENNY","JUDD","FL","541 LITTLE BEND CIRCLE",33739,84276,41425,1250,117.02,3,15.69,5,"3035-NHD"
0,"Sheridan",345,"EVIE","KNAPP","ME","1409 PREUSS BOULEVARD",4775,84219,41366,689,173.87,5,7.49,4,"3528-GBV"
0,"Pope A F B",346,"SHERRILL","FARMER","NC","1771 KIANA CIRCLE",28308,83850,41367,696,21.99,1,21.99,1,"8726-ZNM"
0,"Huntington",347,"MARYELLEN","DALTON","WV","1125 BLACKBURN COURT",25727,83649,41605,2980,130.51,5,25.99,1,"8053-PME"
2681.85,"Rebuck",348,"VIRGIE","EDWARDS","PA","596 LIST CIRCLE",17867,83820,41509,2057,419.81,5,16.99,3,"2068-TSC"
480.75,"West Wildwood",349,"GAYLE","LEVINE","NJ","660 WOLF CREEK DRIVE",8260,84134,41474,1727,153.89,5,12.99,3,"4912-YXS"
2887.46,"Battletown",350,"ELSA","CUNNINGHAM","KY","640 CASPIAN COURT",40104,84306,41619,3105,219.98,3,16.99,5,"5734-BGX"
673.93,"Delawanna",351,"GAYLE","CHU","NJ","1604 BIRCH CREEK DRIVE",7014,83621,41468,1667,175.28,4,7.59,4,"2200-DAI"
922.54,"Hummels Wharf",352,"GALE","WALTON","PA","1260 CARMEL CIRCLE",17831,84163,41631,3225,140.21,3,12.99,5,"5625-FVF"
790.97,"Santa Fe",353,"META","BISHOP","FL","320 GLENN NB ON MULDOON RAMP",32615,84334,41644,3359,362.07,6,23.29,5,"2233-GJH"
574.31,"Point Pleasant",354,"JOSEPHINA","ROBLES","PA","1262 ESSEX PARK DRIVE",18950,84078,41443,1429,263.28,6,12.99,3,"4812-VNN"
613.44,"Cold Spring",355,"OREN","AGUILAR","NJ","1082 LANDMARK COURT",8204,84049,41637,3285,90.74,2,13.69,4,"4976-PZN"
0,"Goodman",356,"ADRIENNE","MANUEL","MS","1683 RICHARDSON DRIVE",39079,83763,41452,1513,404.58,6,11,4,"4491-GNC"
493.5,"W Htfd",357,"ALICIA","CAMP","CT","228 BIG MOUNTAIN DRIVE",6107,84078,41635,3263,352.67,5,23.99,2,"2896-OZJ"
3000.7,"Edgewood",358,"BRET","ZUNIGA","NY","335 RHONE CIRCLE",11717,84392,41455,1541,178.98,6,11.99,3,"3943-HFA"
9.99,"South Kent",359,"BERNICE","EDDY","CT","280 CORONA CIRCLE",6785,84334,41371,734,9.99,1,9.99,1,"6596-HOO"
270.26,"Evarts",360,"LAURI","LONG","KY","1520 TAYLOR STREET",40828,84049,41641,3331,131.96,1,32.99,4,"2870-QZR"
630,"Boston",361,"LYDIA","CHRISTIE","MA","238 CHARITY CIRCLE",2211,83565,41567,2615,166.86,4,10.99,4,"3488-GSE"
0,"Cheesetown",362,"RUDY","SNOW","PA","1705 EAST 3RD AVENUE",17201,83593,41541,2357,3.29,1,3.29,1,"3561-LYU"
3260.36,"Melbourne",363,"DANIEL","LOVE","FL","1825 EAST 140TH AVENUE",32935,84334,41595,2875,392.37,4,19.99,2,"9133-OXA"
375.47,"Birmingham",364,"DELLA","MAYO","AL","543 STELIOS CIRCLE",35214,84306,41463,1607,94.93,3,8.99,1,"6933-YOI"
966.97,"N Charleston",365,"ERIKA","BURGESS","SC","1023 BIRCH PARK CIRCLE",29411,83565,41447,1459,150.9,4,11.99,4,"8310-LAC"
150.91,"Alford",366,"BRYANT","MELTON","MA","1339 TRANQUILLITY LOOP",1230,83593,41556,2503,141.92,2,16.99,5,"5734-BGX"
534.75,"Snow Hill",367,"HOLLIS","STILES","AL","1493 DOLLY MADISON CIRCLE",36778,84021,41472,1702,312.33,6,12.99,4,"2116-PVN"
370.92,"Vineland",368,"SAMANTHA","SYKES","NJ","712 LOCARNO DRIVE",8360,84134,41654,3445,27.95,1,5.59,5,"3061-DOI"
1228.35,"Atlanta",369,"ROLLAND","MILLS","GA","1394 BLACKBURN COURT",31106,84276,41521,2166,90.85,2,18.99,4,"1485-NNI"
255.53,"Haddonfield",370,"KAMI","SANDERS","NJ","1649 SPRUCE VIEW LOOP",8033,83936,41554,2479,92.63,3,21.59,1,"9138-QCV"
424.74,"Smyrna",371,"KRISTINE","LONG","NY","1198 STARNER STREET",13464,83649,41588,2805,23.29,1,23.29,1,"1336-FVM"
0,"South Lincoln",372,"DENNY","WATERS","VT","1465 SPENARD ROAD",5443,84276,41456,1552,73.85,3,16.99,2,"2990-BNH"
426.48,"Onley",373,"GISELE","HUBBARD","VA","984 WRANGLERS WAY",23418,83593,41488,1853,104.72,3,12.59,1,"7883-NLQ"
0,"Rockhill Furnace",374,"WYNONA","RANSOM","PA","1757 WEST 2ND AVENUE",17249,83509,41533,2285,44.37,2,14.69,2,"5587-MNY"
1974.36,"Boulevard",375,"JONAS","HOSKINS","NY","74 WHISPERING BIRCH DRIVE",10474,84078,41603,2956,166.19,4,12.99,2,"5653-RTU"
0,"Freetown Corners",376,"QUINN","HURD","NY","377 BROOKWAY CIRCLE",13803,84334,41491,1893,85.53,2,17.79,2,"8571-CKP"
0,"Euclid",377,"DARON","MATOS","OH","1431 BUNN STREET",44119,84134,41524,2197,35.98,2,23.99,1,"7231-UES"
2627.33,"Inverness",378,"LEOPOLDO","SLAUGHTER","MS","55 SOUTH FORK ROAD",38753,83936,41523,2188,68.98,1,34.49,2,"1580-VCE"
1021.72,"Bearsville",379,"GRISELDA","MADDEN","NY","312 EAST 162ND AVENUE",12409,83565,41515,2117,50.97,1,15.29,3,"5734-BGX"
124.02,"Clanton",380,"ALBINA","ENGLE","AL","670 UPPER BOWERY LANE",35045,84191,41376,784,124.02,4,6.59,2,"2366-EFV"
240.43,"Lancaster",381,"LAKESHIA","TURNER","SC","1678 WILSON STREET",29721,83763,41588,2809,181.72,4,7.79,1,"3343-DJU"
1344.15,"Grandview",382,"JAMAL","BROOKS","NY","1242 GENEVE AVENUE",10960,83964,41562,2557,38.97,1,12.99,3,"4912-YXS"
2279.13,"Harmon",383,"MARC","HEALY","OH","190 WEST 40TH AVENUE",44662,83705,41652,3424,25.18,1,12.59,2,"1838-LZI"
344.31,"Blacklick",384,"PATRICA","EDDY","OH","765 TANYA CIRCLE",43099,83621,41377,793,344.31,2,48.59,4,"6894-JQV"
535.66,"Jasper",385,"ILEANA","PERSON","IN","1104 BRENDL WAY",47546,84276,41558,2517,253.32,5,23.99,1,"7500-ROG"
1058.14,"Cincinnati",386,"KAREN","LEVINE","OH","1534 PALMER COURT",45218,83936,41477,1751,227.91,2,29.99,4,"5060-EDB"
0,"Newark",387,"IRIS","BARRY","DE","1557 BRIGHTON ROAD",19713,84248,41482,1799,78.34,2,13.59,4,"2379-PCX"
1390.67,"Muttontown",388,"OLLIE","MCCARTY","NY","1097 BENDING BIRCH DRIVE",11545,84021,41628,3197,13.39,1,13.39,1,"2212-MNF"
2510.4,"Osborn",389,"MELBA","RATLIFF","KY","113 GIBSTAY CIRCLE",41635,83734,41517,2135,228.28,6,23.99,2,"2896-OZJ"
0,"Hayes",390,"LOUELLA","MANSFIELD","VA","384 WILLS WAY",23072,84306,41387,883,402.78,6,21.59,5,"5379-BLX"
820.69,"Eighty Eight",391,"KARINA","LANGFORD","KY","1235 TOWNE COURT",42130,84191,41567,2608,7.98,1,3.99,2,"1747-XNI"
602.94,"Hosford",392,"GALEN","BETTS","FL","1562 EAST 98TH AVENUE",32334,84106,41532,2275,158.95,2,29.99,2,"5413-TTF"
0,"Birmingham",393,"FOSTER","BERNAL","AL","1299 EAST 3RD AVENUE",35280,84106,41532,2275,158.95,2,29.99,2,"5413-TTF"
0,"South Newfane",394,"JENNIE","ELLIOT","VT","36 SUMMER DRIVE",5351,84106,41578,2711,505.1,6,23.29,3,"1336-FVM"
2867.57,"Northside",395,"TEDDY","MICHEL","FL","760 ALTOONA DRIVE",33805,83850,41537,2321,278.41,6,11.99,4,"6249-LYB"
0,"Charleston",396,"DINO","GREGG","WV","896 HOMER DRIVE",25321,84163,41447,1463,35.98,1,17.99,2,"8338-JZU"
0,"Clyde",397,"SHANTELL","MAURER","NY","136 DELONG DRIVE",14433,83850,41590,2832,140.79,5,21.99,3,"4491-GNC"
0,"Greenlawn",398,"ARON","CUNNINGHAM","NY","1834 BOULDER CIRCLE",11740,83621,41592,2852,274.07,4,14.89,4,"3734-CUQ"
1309.05,"Imlay City",399,"ROSALIA","KELLY","MI","1548 IRIS STREET",48444,83677,41570,2636,264.43,6,12.59,2,"1838-LZI"
376.35,"Franklin",400,"ALICIA","FLETCHER","MD","731 PINNACLE CIRCLE",21223,84021,41472,1708,141.3,3,13.59,4,"9569-WMK"
454.33,"Yankee Springs",401,"HERMELINDA","CAMPBELL","MI","468 BREEZE COURT",49333,84078,41443,1427,220.12,4,11.99,1,"7158-LJP"
1033.58,"Barnett",402,"KEVEN","FAULKNER","VA","365 POTLATCH CIRCLE",24266,84334,41506,2030,396.71,6,21.59,5,"5379-BLX"
257.01,"Chas",403,"PHYLIS","PADGETT","SC","539 PRINCETON WAY",29405,84364,41383,840,257.01,6,10.99,1,"6858-EJW"
384.5,"Pleasant Plain",404,"VERN","IVEY","OH","1167 KALGIN STREET",45162,84049,41426,1258,250.65,6,11.99,3,"3943-HFA"
733.77,"Forbes Road",405,"ROBIN","GRUBBS","PA","142 HAYES STREET",15633,84276,41496,1936,330.63,6,29.99,2,"5413-TTF"
0,"Totowa Boro",406,"MARCELLE","VAZQUEZ","NJ","1379 SININA CIRCLE",7512,84276,41505,2027,193.54,2,35.99,5,"5508-OUB"
1188.64,"Kissimmee",407,"JEANNETTE","DANIEL","PA","470 OLSON CIRCLE",17842,84219,41384,855,206.21,3,21.99,1,"7532-PYJ"
0,"Corsica",408,"DARNELL","ROSAS","PA","1751 CRESCENT DRIVE",15829,84392,41455,1539,234.36,4,38.99,3,"6865-HAO"
0,"Flint",409,"KYLA","HELTON","MI","152 EAGLE PLACE LOOP",48501,84306,41595,2878,355.48,5,21.99,4,"4491-GNC"
0,"Lake Stockholm",410,"SHANNA","CLINTON","NJ","641 WISTERIA STREET",7460,83705,41636,3269,68.04,2,14.69,3,"5587-MNY"
522.04,"Landover",411,"DELORES","GAY","MD","447 COVILLE STREET",20785,83964,41509,2058,237.5,5,13.99,1,"5250-JDL"
0,"Bradenton",412,"SHERON","ORTIZ","FL","1172 HILLCREST DRIVE",34281,84306,41459,1572,53.37,1,17.79,3,"4153-VMO"
2348.81,"Gaines",413,"CHAROLETTE","BOWMAN","PA","1792 TEAL LOOP",16921,83993,41384,859,421.81,6,12.99,5,"5653-RTU"
3462.85,"Pittsburgh",414,"KRISTOFER","MCLEAN","PA","652 EAST 149TH AVENUE",15223,83734,41599,2917,211.62,3,12.23,2,"9569-WMK"
1163,"Shartlesville",415,"CASEY","ROBBINS","PA","540 EAGLEWOOD DRIVE",19554,83763,41591,2839,254.92,4,43.99,1,"7224-FEU"
868.78,"Sunny South",416,"TATIANA","HOWE","AL","1650 ALL STAR CIRCLE",36769,84021,41522,2181,75.94,3,11.99,2,"9336-MHC"
863.28,"Eagle Mills",417,"MARIAM","MCDONALD","NY","130 GOSLING CIRCLE",12180,84334,41574,2679,98.03,3,23.99,3,"3955-NWD"
643.87,"Piney Hill",418,"GERALYN","DORAN","MD","148 RAVEN LOOP ROAD",21111,84219,41502,1991,107.97,1,35.99,3,"3393-AZQ"
2315.5,"Cogdell",419,"ALEJANDRO","RUCKER","GA","1514 PLYMOUTH CIRCLE",31634,84191,41602,2948,200.57,5,21.99,3,"4491-GNC"
2392.59,"South Bend",420,"CECELIA","ARNOLD","IN","747 EAST 113TH AVENUE",46680,84392,41522,2178,355.83,6,25.59,4,"9857-ESX"
0,"Temperance",421,"PARIS","GOLDBERG","MI","1729 TEMPLE DRIVE",48182,83820,41531,2271,223.06,5,17.29,5,"5659-BFS"
191.4,"Pages Beach",422,"BERNITA","RUSHING","MA","194 MALASPINA STREET",1430,83906,41569,2634,167.41,2,15.89,5,"2134-QFE"
0,"Crofton",423,"KYLEE","GOLDBERG","MD","1401 WINDFLOWER CIRCLE",21114,84078,41475,1733,191.09,4,14.59,2,"9858-XUM"
2436.6,"Forsyth",424,"SHARYN","ROSS","NY","871 STARGATE CIRCLE",14775,83906,41599,2920,67.45,2,7.49,1,"6041-PBS"
1096.03,"Canton",425,"ROYCE","PUTNAM","OH","497 ADAMS CIRCLE",44712,83677,41439,1381,191.94,2,11.99,1,"6651-ICK"
0,"Paradise",426,"BRIGITTE","CRANDALL","PA","239 G STREET",17562,84106,41565,2590,285.92,3,45.99,5,"3614-PTT"
728.8,"Winston-Salem",427,"VALARIE","MAYNARD","NC","606 MEADOW STREET",27116,83621,41567,2617,259.28,5,10.99,1,"5587-PIP"
0,"Holder",428,"VINA","FRANCIS","FL","684 SNOW CREST LANE",34445,84106,41493,1910,50.97,1,16.99,3,"3258-RVB"
520.84,"New Waverly",429,"EMILIE","PEACOCK","IN","199 GROUSE DRIVE",46961,83763,41652,3423,236.59,6,29.99,1,"6257-AGA"
708.08,"Raleigh",430,"ROSAURA","SCHNEIDER","NC","1889 WEST LAKE DRIVE",27676,83878,41615,3065,229.48,6,12.99,1,"7179-YXG"
430.17,"Virginia Beach",431,"IRENA","BUCKLEY","VA","1917 EAST 47TH COURT",23462,83763,41610,3021,374.21,6,32.99,2,"6491-XKF"
0,"Kulp",432,"CLYDE","MAYFIELD","PA","407 CARLOS COURT",17820,84021,41484,1817,170.55,5,14.59,2,"8094-EYX"
0,"Parksville",433,"SHERIE","STOVER","KY","640 MOUNTAIN VIEW DRIVE",40464,83677,41579,2715,194.68,4,9.99,3,"2756-CKP"
295.4,"Houtzdale",434,"ALEXIS","CULVER","PA","31 BIRCH TRAIL CIRCLE",16651,84306,41635,3259,48.34,2,9.29,4,"4132-QIN"
840.29,"Charleston",435,"GLORIA","AMBROSE","WV","1480 GLENN SB OFF LAKE HILL RAMP",25330,83820,41514,2106,86.15,3,15.79,2,"8909-SPD"
2359.63,"Sweezytown",436,"AARON","PACE","NY","1186 TINA STREET",11980,84021,41626,3182,17.98,1,8.99,2,"6933-YOI"
0,"New Ringgold",437,"HILTON","MATTHEWS","PA","1682 CHEVIGNY STREET",17960,83677,41560,2535,189.74,6,6.59,1,"1045-DUY"
0,"Aquasco",438,"RENEE","FUNK","MD","922 DE HAVILLAND AVENUE",20608,84219,41389,910,285.16,6,17.29,3,"5659-BFS"
1863.2,"New York",439,"WANDA","RANSOM","NY","1652 WEST KANAGA LOOP",10039,83649,41589,2822,46.58,1,23.29,2,"1663-CDD"
21.99,"Dellrose",440,"GEORGINA","GASTON","TN","920 MAYWOOD CIRCLE",38449,84191,41390,915,21.99,1,21.99,1,"8726-ZNM"
762.3,"Winifred",441,"ANGELINA","WILKERSON","KY","256 BARON DRIVE",41219,84134,41626,3175,54.36,1,13.59,4,"2217-JOH"
459.61,"Purgitsville",442,"ROCCO","OBRIEN","WV","381 SNOWCUP CIRCLE",26852,84021,41617,3088,181.48,4,20.59,2,"2553-FSW"
271.8,"Egypt",443,"TOMMY","EGAN","OH","316 SCORPIO CIRCLE",43713,83565,41580,2726,70.77,1,23.59,3,"4465-QHD"
627.46,"Valpo",444,"KORY","KHAN","IN","807 F STREET",46383,84163,41616,3075,229.28,5,9.99,1,"2756-CKP"
0,"West Point",445,"WILMA","CRAIG","NY","451 COMMERCE STREET",10997,83677,41618,3100,239.51,4,21.99,1,"4491-GNC"
